id,name,slug,price,category,brand,description,sku,created_at,updated_at,image_url,price_cents,stripe_price_id,has_core_charge,core_charge,category_slug,featured,stripe_product_id,brand_logo_url
,GREEN4 36V 120A,green4-36v-120a,0.00,Battery Chargers,FSIP,"GREEN4 36V 120A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-36V-120A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 36V 90A,green4-36v-90a,0.00,Battery Chargers,FSIP,"GREEN4 36V 90A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-36V-90A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 36V 75A,green4-36v-75a,0.00,Battery Chargers,FSIP,"GREEN4 36V 75A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-36V-75A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 36V 40A,green4-36v-40a,0.00,Battery Chargers,FSIP,"GREEN4 36V 40A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-36V-40A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 36V 35A,green4-36v-35a,0.00,Battery Chargers,FSIP,"GREEN4 36V 35A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-36V-35A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 48V 120A,green4-48v-120a,0.00,Battery Chargers,FSIP,"GREEN4 48V 120A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-48V-120A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 48V 90A,green4-48v-90a,0.00,Battery Chargers,FSIP,"GREEN4 48V 90A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-48V-90A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 48V 75A,green4-48v-75a,0.00,Battery Chargers,FSIP,"GREEN4 48V 75A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-48V-75A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 48V 40A,green4-48v-40a,0.00,Battery Chargers,FSIP,"GREEN4 48V 40A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-48V-40A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 48V 35A,green4-48v-35a,0.00,Battery Chargers,FSIP,"GREEN4 48V 35A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-48V-35A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 80V 120A,green4-80v-120a,0.00,Battery Chargers,FSIP,"GREEN4 80V 120A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-80V-120A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 80V 90A,green4-80v-90a,0.00,Battery Chargers,FSIP,"GREEN4 80V 90A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-80V-90A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 80V 75A,green4-80v-75a,0.00,Battery Chargers,FSIP,"GREEN4 80V 75A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-80V-75A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 80V 40A,green4-80v-40a,0.00,Battery Chargers,FSIP,"GREEN4 80V 40A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-80V-40A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 80V 35A,green4-80v-35a,0.00,Battery Chargers,FSIP,"GREEN4 80V 35A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-80V-35A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 96V 120A,green4-96v-120a,0.00,Battery Chargers,FSIP,"GREEN4 96V 120A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-96V-120A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 96V 90A,green4-96v-90a,0.00,Battery Chargers,FSIP,"GREEN4 96V 90A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-96V-90A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 96V 75A,green4-96v-75a,0.00,Battery Chargers,FSIP,"GREEN4 96V 75A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-96V-75A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 96V 40A,green4-96v-40a,0.00,Battery Chargers,FSIP,"GREEN4 96V 40A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-96V-40A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN4 96V 35A,green4-96v-35a,0.00,Battery Chargers,FSIP,"GREEN4 96V 35A industrial battery charger. Input phase: 1P. Input voltage options: 208-240. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN4-96V-35A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN6 24V 150A,green6-24v-150a,0.00,Battery Chargers,FSIP,"GREEN6 24V 150A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN6-24V-150A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN6 24V 100A,green6-24v-100a,0.00,Battery Chargers,FSIP,"GREEN6 24V 100A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN6-24V-100A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN6 36V 150A,green6-36v-150a,0.00,Battery Chargers,FSIP,"GREEN6 36V 150A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN6-36V-150A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN6 36V 100A,green6-36v-100a,0.00,Battery Chargers,FSIP,"GREEN6 36V 100A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN6-36V-100A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN6 48V 150A,green6-48v-150a,0.00,Battery Chargers,FSIP,"GREEN6 48V 150A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN6-48V-150A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN6 48V 100A,green6-48v-100a,0.00,Battery Chargers,FSIP,"GREEN6 48V 100A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN6-48V-100A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN6 80V 150A,green6-80v-150a,0.00,Battery Chargers,FSIP,"GREEN6 80V 150A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN6-80V-150A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN6 80V 100A,green6-80v-100a,0.00,Battery Chargers,FSIP,"GREEN6 80V 100A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN6-80V-100A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN8 24V 200A,green8-24v-200a,0.00,Battery Chargers,FSIP,"GREEN8 24V 200A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN8-24V-200A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN8 24V 130A,green8-24v-130a,0.00,Battery Chargers,FSIP,"GREEN8 24V 130A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN8-24V-130A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN8 36V 200A,green8-36v-200a,0.00,Battery Chargers,FSIP,"GREEN8 36V 200A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN8-36V-200A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN8 36V 130A,green8-36v-130a,0.00,Battery Chargers,FSIP,"GREEN8 36V 130A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN8-36V-130A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN8 48V 200A,green8-48v-200a,0.00,Battery Chargers,FSIP,"GREEN8 48V 200A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN8-48V-200A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN8 48V 130A,green8-48v-130a,0.00,Battery Chargers,FSIP,"GREEN8 48V 130A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN8-48V-130A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN8 80V 200A,green8-80v-200a,0.00,Battery Chargers,FSIP,"GREEN8 80V 200A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN8-80V-200A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREEN8 80V 130A,green8-80v-130a,0.00,Battery Chargers,FSIP,"GREEN8 80V 130A industrial battery charger. Input phase: 3P. Input voltage options: 208-240, 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREEN8-80V-130A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREENX 24V 250A,greenx-24v-250a,0.00,Battery Chargers,FSIP,"GREENX 24V 250A industrial battery charger. Input phase: 3P. Input voltage options: 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREENX-24V-250A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREENX 24V 300A,greenx-24v-300a,0.00,Battery Chargers,FSIP,"GREENX 24V 300A industrial battery charger. Input phase: 3P. Input voltage options: 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREENX-24V-300A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREENX 36V 250A,greenx-36v-250a,0.00,Battery Chargers,FSIP,"GREENX 36V 250A industrial battery charger. Input phase: 3P. Input voltage options: 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREENX-36V-250A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREENX 36V 300A,greenx-36v-300a,0.00,Battery Chargers,FSIP,"GREENX 36V 300A industrial battery charger. Input phase: 3P. Input voltage options: 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREENX-36V-300A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREENX 48V 250A,greenx-48v-250a,0.00,Battery Chargers,FSIP,"GREENX 48V 250A industrial battery charger. Input phase: 3P. Input voltage options: 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREENX-48V-250A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREENX 48V 300A,greenx-48v-300a,0.00,Battery Chargers,FSIP,"GREENX 48V 300A industrial battery charger. Input phase: 3P. Input voltage options: 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREENX-48V-300A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREENX 80V 160A,greenx-80v-160a,0.00,Battery Chargers,FSIP,"GREENX 80V 160A industrial battery charger. Input phase: 3P. Input voltage options: 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREENX-80V-160A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
,GREENX 80V 200A,greenx-80v-200a,0.00,Battery Chargers,FSIP,"GREENX 80V 200A industrial battery charger. Input phase: 3P. Input voltage options: 480, 600. Supported chemistries: Lead-acid, AGM, Gel, Lithium. GREEN Series by FSIP.",GREENX-80V-200A,2025-08-11T15:17:35.343Z,2025-08-11T15:17:35.343Z,,0,,,0.00,battery-chargers,,,
